x[0] 		x[1] 		x[2] 		 Norma
0.000000 	0.000000 	0.000000
-0.000000 	0.004006 	0.400607 	0.400627
0.034552 	0.006192 	0.515259 	0.325917
0.052353 	0.007860 	0.549315 	0.194490
0.062027 	0.009528 	0.562085 	0.123805
0.066384 	0.011365 	0.566602 	0.075472
0.068361 	0.014684 	0.568494 	0.050010
0.066217 	0.021631 	0.566474 	0.048260
