x[0] 		x[1] 		x[2] 		Norma 
0.100000 	0.100000 	-0.100000 	0.000000
0.499910 	-0.106391 	-0.525079 	0.711995
0.563894 	6.515867 	-0.677639 	6.534275
2.866286 	-18.157790 	-4.590472 	17.769628
131.422292 	51.794956 	-0.473599 	139.984883
-nan 	-nan 	-nan 	nan
x[0] 		x[1] 		x[2] 		Norma 
0.100000 	0.100000 	-0.100000 	0.000000
0.499860 	0.044145 	-0.525839 	0.705914
0.500004 	0.021316 	-0.524131 	0.056065
0.500002 	0.009830 	-0.523844 	0.025703
0.500001 	0.003979 	-0.523698 	0.015321
0.500000 	0.000663 	-0.523615 	0.010126
0.500000 	0.000896 	-0.523621 	0.002457
0.500000 	0.001465 	-0.523635 	0.004025
0.499999 	0.009418 	-0.523834 	0.017144
0.500001 	0.003764 	-0.523693 	0.014863
0.500000 	0.000502 	-0.523611 	0.009981
0.500000 	0.000616 	-0.523614 	0.001642
0.500000 	0.000808 	-0.523619 	0.002301
0.500000 	0.001219 	-0.523629 	0.003401
0.500000 	0.003165 	-0.523678 	0.007700
0.500000 	-0.000024 	-0.523598 	0.009637
0.500000 	-0.000024 	-0.523598 	0.000628
0.500000 	-0.000024 	-0.523598 	0.000068
0.500000 	-0.000024 	-0.523598 	0.000067
0.500000 	-0.000023 	-0.523598 	0.000067
0.500000 	-0.000023 	-0.523598 	0.000066
0.500000 	-0.000023 	-0.523598 	0.000066
0.500000 	-0.000023 	-0.523598 	0.000065
0.500000 	-0.000023 	-0.523598 	0.000065
0.500000 	-0.000023 	-0.523598 	0.000064
0.500000 	-0.000022 	-0.523598 	0.000064
0.500000 	-0.000022 	-0.523598 	0.000063
0.500000 	-0.000022 	-0.523598 	0.000063
0.500000 	-0.000022 	-0.523598 	0.000063
0.500000 	-0.000022 	-0.523598 	0.000062
0.500000 	-0.000022 	-0.523598 	0.000062
0.500000 	-0.000021 	-0.523598 	0.000061
0.500000 	-0.000021 	-0.523598 	0.000061
0.500000 	-0.000021 	-0.523598 	0.000061
0.500000 	-0.000021 	-0.523598 	0.000060
0.500000 	-0.000021 	-0.523598 	0.000060
0.500000 	-0.000021 	-0.523598 	0.000059
0.500000 	-0.000021 	-0.523598 	0.000059
0.500000 	-0.000021 	-0.523598 	0.000059
0.500000 	-0.000020 	-0.523598 	0.000058
0.500000 	-0.000020 	-0.523598 	0.000058
0.500000 	-0.000020 	-0.523598 	0.000058
0.500000 	-0.000020 	-0.523598 	0.000057
0.500000 	-0.000020 	-0.523598 	0.000057
0.500000 	-0.000020 	-0.523598 	0.000056
0.500000 	-0.000020 	-0.523598 	0.000056
0.500000 	-0.000020 	-0.523598 	0.000056
0.500000 	-0.000019 	-0.523598 	0.000055
0.500000 	-0.000019 	-0.523598 	0.000055
0.500000 	-0.000019 	-0.523598 	0.000055
0.500000 	-0.000019 	-0.523598 	0.000054
0.500000 	-0.000019 	-0.523598 	0.000054
0.500000 	-0.000019 	-0.523598 	0.000054
0.500000 	-0.000019 	-0.523598 	0.000054
0.500000 	-0.000019 	-0.523598 	0.000053
0.500000 	-0.000019 	-0.523598 	0.000053
0.500000 	-0.000018 	-0.523598 	0.000053
0.500000 	-0.000018 	-0.523598 	0.000052
0.500000 	-0.000018 	-0.523598 	0.000052
0.500000 	-0.000018 	-0.523598 	0.000052
0.500000 	-0.000018 	-0.523598 	0.000051
0.500000 	-0.000018 	-0.523598 	0.000051
0.500000 	-0.000018 	-0.523598 	0.000051
0.500000 	-0.000018 	-0.523598 	0.000051
0.500000 	-0.000018 	-0.523598 	0.000050
