x[0] 		x[1] 		x[2] 		 Norma
1.000000 	1.000000 	0.000000
0.385593 	1.754237 	0.000000 	1.107263
0.485337 	1.794135 	0.000000 	0.477956
0.487888 	1.795155 	0.000000 	0.078385
0.487890 	1.795156 	0.000000 	0.002007
0.487890 	1.795156 	0.000000 	0.000001
